,longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
17495,-119.8,34.44,27,2674,419.0,1176,416,5.0294,NEAR OCEAN,280200
17496,-119.8,34.43,27,3143,537.0,1760,570,4.6957,NEAR OCEAN,271500
17497,-119.8,34.43,22,2845,500.0,1456,454,5.6604,NEAR OCEAN,276400
17498,-119.79,34.44,25,1479,314.0,977,309,4.1797,NEAR OCEAN,271800
17499,-119.78,34.44,28,2864,495.0,1364,482,4.835,NEAR OCEAN,353400
17500,-119.79,34.43,26,3611,563.0,2089,540,5.1615,NEAR OCEAN,276200
18347,-122.16,37.42,34,4448,610.0,2571,581,11.0492,NEAR OCEAN,500001
18349,-122.17,37.43,24,3924,1142.0,7174,950,4.0972,NEAR OCEAN,387500
18351,-122.18,37.41,21,1034,117.0,323,117,10.7237,NEAR OCEAN,500001
18507,-122.01,36.99,29,227,45.0,112,41,6.4469,NEAR OCEAN,271400
18508,-122.01,36.99,28,1321,240.0,652,239,4.9808,NEAR OCEAN,263100
18509,-121.99,36.99,29,3119,507.0,1476,487,5.8123,NEAR OCEAN,281500
18510,-121.99,36.98,40,1104,224.0,669,215,4.3409,NEAR OCEAN,256300
18511,-122.0,36.98,43,1636,324.0,792,325,3.5562,NEAR OCEAN,239200
18512,-122.01,36.99,41,2548,508.0,1290,488,3.6902,NEAR OCEAN,233000
18513,-122.01,36.98,47,1250,249.0,607,234,4.0417,NEAR OCEAN,265300
18514,-122.02,36.99,30,2156,487.0,1023,458,2.7875,NEAR OCEAN,245000
18516,-122.02,36.98,44,1153,238.0,657,219,3.2368,NEAR OCEAN,212500
18517,-122.04,36.98,35,2155,355.0,866,335,5.6188,NEAR OCEAN,404700
18518,-122.04,36.98,33,797,125.0,385,133,6.7974,NEAR OCEAN,367600
18519,-122.04,36.97,30,2695,424.0,1098,420,5.3972,NEAR OCEAN,362300
18521,-122.05,36.97,20,2428,473.0,1145,454,3.6797,NEAR OCEAN,263800
18522,-122.05,36.97,16,3363,611.0,1603,556,4.2542,NEAR OCEAN,294100
18523,-122.06,36.98,15,3385,669.0,1571,615,4.2254,NEAR OCEAN,320900
18524,-122.04,36.98,51,1076,206.0,495,201,2.9286,NEAR OCEAN,258300
18525,-122.04,36.97,45,1302,245.0,621,258,5.1806,NEAR OCEAN,266400
18526,-122.04,36.97,52,1901,335.0,955,301,3.8259,NEAR OCEAN,253100
18527,-122.04,36.97,49,792,136.0,331,137,5.2128,NEAR OCEAN,238600
18528,-122.04,36.96,44,1294,269.0,645,259,3.2437,NEAR OCEAN,223900
18529,-122.03,36.98,37,2817,716.0,1341,662,2.1553,NEAR OCEAN,255400
18530,-122.01,36.98,47,2403,517.0,1144,455,2.5954,NEAR OCEAN,229400
18531,-122.02,36.98,35,1053,263.0,552,237,2.7125,NEAR OCEAN,217500
18534,-122.01,36.97,43,2162,509.0,1208,464,2.5417,NEAR OCEAN,260900
18535,-122.01,36.97,52,920,202.0,525,264,2.9444,NEAR OCEAN,232800
18536,-122.01,36.97,35,1605,392.0,743,382,2.5368,NEAR OCEAN,240000
18537,-122.0,36.98,20,2502,454.0,981,399,4.3,NEAR OCEAN,275000
18538,-122.01,36.98,27,2820,730.0,1511,745,2.589,NEAR OCEAN,242400
18539,-122.0,36.97,30,1029,242.0,753,249,3.1205,NEAR OCEAN,240500
18540,-122.0,36.93,51,1616,374.0,608,302,3.1932,NEAR OCEAN,400000
18541,-122.01,36.95,52,1217,325.0,508,237,2.0547,NEAR OCEAN,326700
18542,-122.03,36.97,51,924,232.0,488,228,2.1964,NEAR OCEAN,234400
18543,-122.03,36.97,36,337,69.0,223,68,3.2404,NEAR OCEAN,225000
18544,-122.03,36.97,52,403,72.0,200,73,1.6923,NEAR OCEAN,262500
18545,-122.04,36.97,40,1193,227.0,570,204,4.4659,NEAR OCEAN,237500
18546,-122.03,36.96,18,2677,785.0,1391,656,2.5067,NEAR OCEAN,232600
18547,-122.02,36.97,44,594,169.0,325,139,1.1552,NEAR OCEAN,250000
18548,-122.02,36.97,39,2124,661.0,1365,606,1.6642,NEAR OCEAN,281300
18550,-122.03,36.96,40,584,126.0,316,139,3.5938,NEAR OCEAN,243500
18551,-122.03,36.96,28,1607,421.0,926,385,2.425,NEAR OCEAN,216100
18555,-122.03,36.96,32,2182,406.0,1122,370,3.52,NEAR OCEAN,284200
18556,-122.04,36.95,36,1862,364.0,1080,364,4.4567,NEAR OCEAN,263800
18557,-122.01,36.91,19,691,191.0,324,167,3.1312,NEAR OCEAN,388500
18558,-122.05,36.96,30,971,185.0,644,173,4.2045,NEAR OCEAN,226500
18559,-122.06,36.96,52,65,17.0,24,10,4.5,NEAR OCEAN,258300
18560,-122.05,36.87,18,2232,440.0,1091,458,3.8269,NEAR OCEAN,276000
18561,-122.04,36.95,27,1987,374.0,961,343,3.9667,NEAR OCEAN,265800
18589,-122.14,37.08,18,2420,439.0,1278,416,5.2101,NEAR OCEAN,334000
18590,-122.11,37.05,18,3337,549.0,1449,519,5.1412,NEAR OCEAN,315800
18591,-122.13,36.97,27,991,194.0,543,155,4.7188,NEAR OCEAN,350000
18592,-122.07,37.13,26,1127,199.0,543,199,4.9792,NEAR OCEAN,240000
18593,-122.09,37.09,46,695,136.0,408,148,3.9408,NEAR OCEAN,222600
18594,-122.09,37.11,32,2637,489.0,1031,410,3.6474,NEAR OCEAN,231600
18595,-122.12,37.09,36,1397,289.0,661,243,4.125,NEAR OCEAN,239600
18596,-122.09,37.07,33,3581,734.0,1780,663,4.3429,NEAR OCEAN,214300
18599,-122.12,37.12,51,2419,485.0,1078,435,2.7933,NEAR OCEAN,206900
18600,-122.18,37.15,17,1457,289.0,591,235,5.5785,NEAR OCEAN,284100
18602,-122.1,37.19,18,808,136.0,420,145,7.1831,NEAR OCEAN,273300
18603,-122.08,37.15,23,506,96.0,264,89,7.1366,NEAR OCEAN,273900
18612,-122.07,37.08,21,5639,894.0,2670,871,6.0809,NEAR OCEAN,270000
18614,-122.07,37.06,31,1634,370.0,939,332,3.8625,NEAR OCEAN,232300
18615,-122.08,37.04,34,2800,577.0,1353,512,4.1161,NEAR OCEAN,220900
18617,-122.04,37.04,17,4977,994.0,1987,947,3.8854,NEAR OCEAN,312300
18618,-122.03,37.03,21,4650,733.0,2014,704,5.6233,NEAR OCEAN,322000
18619,-122.02,37.01,20,1005,138.0,345,129,10.0968,NEAR OCEAN,500001
18620,-122.03,37.0,30,2077,342.0,816,328,5.2078,NEAR OCEAN,440500
18621,-122.04,37.08,20,467,95.0,229,86,4.8,NEAR OCEAN,261500
18622,-122.02,37.09,35,1818,368.0,682,254,4.8611,NEAR OCEAN,240000
18624,-122.01,37.06,19,4113,767.0,2006,732,5.1121,NEAR OCEAN,308100
18625,-122.0,37.08,17,4154,739.0,2149,693,5.5919,NEAR OCEAN,373400
18631,-121.96,37.03,17,1343,203.0,511,185,4.625,NEAR OCEAN,386400
18633,-121.96,37.06,16,1321,224.0,650,206,6.3258,NEAR OCEAN,390000
18634,-121.99,37.05,19,2023,392.0,955,328,5.2486,NEAR OCEAN,353000
18635,-122.0,37.06,20,2403,376.0,1149,369,6.0621,NEAR OCEAN,304400
18636,-122.01,37.03,21,5904,956.0,2616,916,5.9039,NEAR OCEAN,355300
18637,-121.97,37.01,21,2073,357.0,1044,351,4.5682,NEAR OCEAN,371600
18638,-121.98,36.99,14,6787,1454.0,3416,1357,3.5943,NEAR OCEAN,262400
18639,-121.97,37.0,25,990,166.0,522,185,4.8269,NEAR OCEAN,272900
18640,-121.98,36.98,29,2681,632.0,1652,620,3.075,NEAR OCEAN,215800
18641,-121.99,36.99,16,1592,369.0,1039,351,3.6364,NEAR OCEAN,207000
18642,-121.99,36.98,25,2113,422.0,1365,439,4.6484,NEAR OCEAN,234600
18643,-121.99,36.98,19,5613,1321.0,3018,1268,3.1914,NEAR OCEAN,215600
18644,-121.98,36.97,21,3349,737.0,1952,718,3.7273,NEAR OCEAN,251900
18645,-121.98,36.96,20,3495,818.0,2186,772,3.1167,NEAR OCEAN,258300
18646,-121.99,36.97,15,3044,786.0,1306,693,2.1771,NEAR OCEAN,213200
18647,-122.0,36.97,39,2702,646.0,1136,491,2.8941,NEAR OCEAN,256700
18648,-121.99,36.96,42,1275,272.0,451,200,4.7321,NEAR OCEAN,422400
18649,-121.99,36.96,16,875,201.0,300,157,2.625,NEAR OCEAN,377300
18650,-121.96,36.88,37,2846,553.0,939,433,4.7468,NEAR OCEAN,294400
18651,-121.97,36.97,24,3665,870.0,1954,833,2.8036,NEAR OCEAN,228500
18652,-121.97,36.96,27,4001,999.0,1808,945,2.5610000000000004,NEAR OCEAN,234600
18653,-121.98,36.96,31,3209,723.0,1489,692,3.6619,NEAR OCEAN,245100
18654,-121.96,36.98,16,4907,1117.0,2265,1048,2.6757,NEAR OCEAN,229200
18655,-121.97,36.98,17,2813,497.0,1337,477,3.7083,NEAR OCEAN,252400
18656,-121.97,36.97,15,2849,668.0,1546,582,2.7587,NEAR OCEAN,228600
18657,-121.96,36.97,23,4324,1034.0,1844,875,3.0777,NEAR OCEAN,263800
18658,-121.94,36.98,24,3010,562.0,1360,504,4.2006,NEAR OCEAN,290700
18659,-121.94,36.98,21,3520,831.0,1486,753,3.0905,NEAR OCEAN,264300
18660,-121.95,36.98,34,3745,958.0,1622,802,3.1546,NEAR OCEAN,261200
18661,-121.94,36.97,31,1738,422.0,746,355,2.5172,NEAR OCEAN,330800
18662,-121.93,36.99,19,6356,1100.0,2954,1070,4.7325,NEAR OCEAN,283500
18663,-121.94,37.0,32,2210,426.0,1082,396,4.1587,NEAR OCEAN,315200
18664,-121.96,37.0,20,3847,727.0,1725,737,3.3447,NEAR OCEAN,305200
18665,-121.96,36.99,23,3209,748.0,1423,666,2.7375,NEAR OCEAN,238000
18666,-121.94,36.99,11,4571,924.0,2004,847,4.2898,NEAR OCEAN,221700
18668,-121.91,36.99,23,5675,964.0,2197,880,4.8693,NEAR OCEAN,322300
18669,-121.91,36.98,16,1957,408.0,865,369,2.6875,NEAR OCEAN,233300
18670,-121.88,36.98,21,4117,752.0,2001,763,4.8953,NEAR OCEAN,289500
18671,-121.91,36.97,19,4920,1092.0,1807,922,3.5112,NEAR OCEAN,231900
18672,-121.92,36.95,29,3457,699.0,1327,563,3.6597,NEAR OCEAN,252300
18673,-121.88,36.96,18,4910,817.0,1971,773,5.8325,NEAR OCEAN,308800
18674,-121.9,36.97,21,3707,751.0,1420,608,4.4485,NEAR OCEAN,295200
18675,-121.88,36.96,18,6355,1100.0,2304,972,6.0281,NEAR OCEAN,321100
18676,-121.9,36.93,22,7281,1233.0,1849,832,5.3276,NEAR OCEAN,335500
18677,-121.87,36.95,7,3703,679.0,1375,608,4.9219,NEAR OCEAN,368400
18678,-121.84,36.94,29,4921,967.0,2319,823,4.9517,NEAR OCEAN,307900
18679,-121.89,36.89,18,2774,492.0,1283,353,5.367999999999999,NEAR OCEAN,352000
18680,-121.91,36.85,22,2442,624.0,1301,290,3.1563,NEAR OCEAN,300000
18681,-121.82,36.86,17,1573,272.0,142,55,2.1719,NEAR OCEAN,420000
19362,-123.49,38.7,9,5409,1019.0,594,327,3.3125,NEAR OCEAN,295400
19365,-123.08,38.38,28,3297,676.0,923,373,3.9167,NEAR OCEAN,232600
19369,-123.02,38.36,16,1496,298.0,778,284,3.8589,NEAR OCEAN,268800
19370,-123.0,38.33,8,3223,637.0,851,418,5.6445,NEAR OCEAN,364800
20159,-119.31,34.41,22,2612,494.0,1361,439,4.1319,NEAR OCEAN,245000
20160,-119.31,34.38,23,282,69.0,130,57,2.4375,NEAR OCEAN,225000
20162,-119.34,34.39,27,669,131.0,314,106,2.4659,NEAR OCEAN,231300
20163,-119.31,34.44,5,403,48.0,208,54,12.632,NEAR OCEAN,500001
20166,-119.29,34.44,34,4314,878.0,2361,831,3.2279,NEAR OCEAN,243100
20168,-119.28,34.42,23,4763,828.0,2198,771,4.8105,NEAR OCEAN,313000
20169,-119.3,34.42,18,5591,1042.0,2860,1026,3.5822,NEAR OCEAN,219900
20170,-119.29,34.4,22,3891,657.0,1727,581,4.2656,NEAR OCEAN,241400
20172,-119.17,34.29,28,731,155.0,285,162,3.2917,NEAR OCEAN,225000
20173,-119.17,34.29,18,3932,724.0,1896,680,5.2953,NEAR OCEAN,279400
20174,-119.17,34.31,21,259,38.0,142,45,5.2681,NEAR OCEAN,500001
20175,-119.15,34.3,21,2475,502.0,1269,505,2.98,NEAR OCEAN,259200
20176,-119.19,34.28,28,3231,524.0,1665,540,4.8583,NEAR OCEAN,224200
20177,-119.18,34.28,17,4526,717.0,2088,655,5.6885,NEAR OCEAN,268200
20178,-119.19,34.3,25,2197,320.0,934,330,6.311,NEAR OCEAN,283200
20180,-119.39,34.32,19,3238,629.0,1195,443,4.8472,NEAR OCEAN,500001
20181,-119.32,34.35,16,52,16.0,51,15,2.475,NEAR OCEAN,225000
20183,-119.16,34.28,30,413,98.0,400,112,4.0,NEAR OCEAN,219200
20184,-119.16,34.28,11,5330,1056.0,2801,1028,4.763,NEAR OCEAN,232700
20185,-119.16,34.27,24,1824,331.0,1049,320,5.9181,NEAR OCEAN,221100
20187,-119.18,34.27,6,2307,386.0,910,364,5.215,NEAR OCEAN,279500
20188,-119.17,34.27,24,4165,646.0,2194,658,6.0661,NEAR OCEAN,234800
20189,-119.17,34.27,18,8010,1539.0,3982,1483,4.0905,NEAR OCEAN,236500
20190,-119.17,34.26,10,3654,541.0,1638,551,6.1885,NEAR OCEAN,267300
20191,-119.22,34.27,11,4695,955.0,2065,982,3.2158,NEAR OCEAN,223600
20196,-119.21,34.26,23,2887,540.0,1508,518,3.3452,NEAR OCEAN,217600
20198,-119.19,34.26,16,5018,853.0,2524,830,5.1752,NEAR OCEAN,218000
20199,-119.18,34.26,22,2334,359.0,1298,363,5.5275,NEAR OCEAN,228900
20200,-119.19,34.25,12,232,37.0,79,35,4.1667,NEAR OCEAN,214600
20201,-119.21,34.26,26,2406,411.0,1313,391,4.9079,NEAR OCEAN,234100
20202,-119.2,34.26,25,2203,367.0,1194,377,5.4087,NEAR OCEAN,223200
20203,-119.2,34.25,18,3208,643.0,1973,614,3.8162,NEAR OCEAN,235000
20205,-119.2,34.28,22,2362,601.0,1127,499,3.4006,NEAR OCEAN,219400
20206,-119.22,34.27,30,1937,295.0,695,313,5.0679,NEAR OCEAN,234300
20207,-119.23,34.27,22,3536,615.0,1650,612,4.2381,NEAR OCEAN,229300
20208,-119.21,34.31,22,7548,1038.0,2855,1008,6.729,NEAR OCEAN,409300
20209,-119.21,34.28,27,2219,312.0,937,315,5.7601,NEAR OCEAN,281100
20210,-119.23,34.3,18,1713,244.0,690,239,6.9483,NEAR OCEAN,404300
20211,-119.23,34.28,24,4260,691.0,1581,607,5.5048,NEAR OCEAN,303600
20212,-119.22,34.28,24,2212,332.0,899,331,5.5329999999999995,NEAR OCEAN,299700
20213,-119.22,34.28,33,2467,377.0,1052,363,4.7333,NEAR OCEAN,257500
20214,-119.25,34.28,36,1530,341.0,703,317,3.5819,NEAR OCEAN,231900
20215,-119.26,34.28,41,2822,564.0,1288,541,3.0799,NEAR OCEAN,254100
20216,-119.25,34.3,34,1189,220.0,445,203,4.8824,NEAR OCEAN,396400
20217,-119.25,34.28,36,2232,373.0,951,368,5.2261,NEAR OCEAN,303200
20218,-119.24,34.28,41,1280,240.0,608,252,4.4038,NEAR OCEAN,229100
20219,-119.26,34.28,41,1835,311.0,683,308,4.8977,NEAR OCEAN,358200
20220,-119.27,34.28,52,2239,420.0,941,397,4.125,NEAR OCEAN,349000
20221,-119.27,34.29,32,2274,406.0,982,393,5.3254,NEAR OCEAN,385200
20222,-119.29,34.29,33,3854,982.0,1835,894,3.5294,NEAR OCEAN,323900
20230,-119.29,34.26,32,3295,764.0,1344,600,3.6007,NEAR OCEAN,395500
20231,-119.27,34.26,23,3578,753.0,1455,649,4.1898,NEAR OCEAN,359100
20232,-119.29,34.23,22,2486,608.0,709,523,2.9018,NEAR OCEAN,275000
20233,-119.29,34.24,27,4742,775.0,1682,696,6.194,NEAR OCEAN,500001
20238,-119.28,34.27,43,403,77.0,156,85,4.6667,NEAR OCEAN,384600
20240,-119.25,34.27,46,679,159.0,382,143,3.5,NEAR OCEAN,221200
20241,-119.24,34.27,32,4071,888.0,1900,874,3.2792,NEAR OCEAN,220500
20242,-119.23,34.27,29,3298,804.0,1509,711,3.8125,NEAR OCEAN,244500
20243,-119.25,34.26,30,2948,827.0,1635,750,2.67,NEAR OCEAN,214900
20244,-119.25,34.27,35,2532,407.0,1338,422,4.7727,NEAR OCEAN,219000
20245,-119.26,34.27,36,1972,382.0,1029,411,3.7337,NEAR OCEAN,209000
20246,-119.26,34.27,40,2528,572.0,1318,549,3.6413,NEAR OCEAN,212700
20247,-119.26,34.27,42,918,204.0,394,204,4.0069,NEAR OCEAN,214300
20248,-119.23,34.25,28,26,3.0,29,9,8.0,NEAR OCEAN,275000
20249,-119.25,34.21,12,15201,2418.0,7132,2251,5.6756,NEAR OCEAN,301800
20251,-119.18,34.23,16,4609,1220.0,2147,1007,3.375,NEAR OCEAN,218800
20252,-119.19,34.22,26,3175,736.0,2460,775,3.125,NEAR OCEAN,219900
20253,-119.19,34.23,17,3889,748.0,2415,739,4.5,NEAR OCEAN,234300
20260,-119.18,34.21,30,1096,231.0,741,229,3.8625,NEAR OCEAN,234700
20261,-119.18,34.21,29,4039,680.0,1677,644,4.3897,NEAR OCEAN,257600
20262,-119.19,34.21,28,4194,811.0,2556,856,4.2227,NEAR OCEAN,235400
20263,-119.19,34.21,27,1887,487.0,1339,428,2.9185,NEAR OCEAN,224500
20264,-119.19,34.2,36,1293,312.0,1128,335,2.1542,NEAR OCEAN,253900
20265,-119.19,34.21,34,3413,693.0,2223,651,3.8239,NEAR OCEAN,208200
20266,-119.18,34.21,46,2062,484.0,1522,469,3.0869999999999997,NEAR OCEAN,213900
20267,-119.19,34.2,18,3620,,3171,779,3.3409,NEAR OCEAN,220500
20271,-119.27,34.17,15,11403,2131.0,3327,1585,4.3693,NEAR OCEAN,423300
20272,-119.23,34.19,16,5297,810.0,1489,667,6.4522,NEAR OCEAN,500001
20273,-119.23,34.17,18,6171,1490.0,2164,1210,3.6875,NEAR OCEAN,500001
20274,-119.23,34.15,18,6213,1188.0,2679,1000,3.748,NEAR OCEAN,380400
20275,-119.21,34.19,15,3797,692.0,2216,675,4.7443,NEAR OCEAN,229500
20276,-119.21,34.19,15,5614,989.0,2754,994,5.035,NEAR OCEAN,242900
20277,-119.22,34.18,17,3332,762.0,1797,673,4.4292,NEAR OCEAN,231200
20278,-119.2,34.19,19,9503,1769.0,6370,1718,5.0016,NEAR OCEAN,218500
20297,-119.22,34.15,32,3152,596.0,3490,526,2.725,NEAR OCEAN,450000
20299,-119.21,34.18,13,6103,1319.0,2986,1212,3.9718,NEAR OCEAN,215200
20302,-119.21,34.12,15,5778,1285.0,1722,829,4.3427,NEAR OCEAN,305800
20311,-119.11,34.17,37,470,105.0,522,83,2.0368,NEAR OCEAN,243800
20313,-119.14,34.15,25,2202,390.0,1415,412,4.43,NEAR OCEAN,207700
20315,-119.16,34.12,17,224,70.0,147,71,3.6167,NEAR OCEAN,280000
20316,-119.16,34.17,17,7982,1603.0,6437,1596,4.1279,NEAR OCEAN,223900
20321,-119.16,34.23,26,5444,1293.0,3700,1158,2.7556,NEAR OCEAN,213200
20322,-119.14,34.23,8,243,75.0,102,80,2.5714,NEAR OCEAN,500001
20348,-119.05,34.19,39,143,36.0,113,33,2.8942,NEAR OCEAN,275000
20353,-119.05,34.13,12,57,22.0,69,15,5.0066,NEAR OCEAN,275000
20378,-118.82,34.15,9,655,110.0,222,109,7.8528,NEAR OCEAN,337500
20379,-118.83,34.15,16,3380,731.0,1227,641,4.2857,NEAR OCEAN,233200
20380,-118.83,34.14,16,1316,194.0,450,173,10.1597,NEAR OCEAN,500001
20381,-118.83,34.14,16,1956,312.0,671,319,6.4001,NEAR OCEAN,321800
20423,-119.0,34.08,17,1822,438.0,578,291,5.4346,NEAR OCEAN,428600
20424,-118.75,34.18,4,16704,2704.0,6187,2207,6.6122,NEAR OCEAN,357600
20425,-118.75,34.17,18,6217,858.0,2703,834,6.8075,NEAR OCEAN,325900
